rango,mapa_Abyss,mapa_Ascent,mapa_Bind,mapa_Breeze,mapa_Corrode,mapa_Fracture,mapa_Haven,mapa_Icebox,mapa_Lotus,mapa_Pearl,mapa_Split,mapa_Sunset,mapa_Summit,id_partida,kills,asistencias,muertes,headshots,subrango,acs,fb,fd,racha,rondas_ganadas,rondas_perdidas,es_main,num_amigos,desconocidos
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69554ecd-7f48-4bf0-8c05-4988b8c55a7a,23.0,6.0,17.0,16.0,1.0,292.174,2.0,2.0,0.0,10.0,13.0,0.0,1.0,3.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3340d38b-510f-4edc-aaab-ddadf4f91e7d,15.0,5.0,11.0,6.0,1.0,205.053,1.0,2.0,1.0,13.0,6.0,1.0,1.0,3.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,621407dc-50d0-4809-a00c-4a3ebb77d455,14.0,5.0,15.0,12.0,1.0,164.654,1.0,0.0,1.0,14.0,12.0,1.0,0.0,4.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59350fab-0109-4dce-b383-256671b010cd,8.0,8.0,13.0,2.0,1.0,119.05,1.0,3.0,0.0,7.0,13.0,0.0,0.0,4.0
6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bc1a7e29-1482-4110-a849-50a7f85f2924,20.0,9.0,15.0,17.0,1.0,275.286,0.0,1.0,0.0,8.0,13.0,0.0,0.0,4.0
6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8affd09f-4e88-40aa-8cf5-4e2d8d0687d9,20.0,5.0,12.0,12.0,1.0,282.952,1.0,1.0,1.0,13.0,8.0,1.0,0.0,4.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,fbc3e33e-bb1c-47e1-b86c-f1667aa0355f,12.0,10.0,15.0,11.0,1.0,192.273,0.0,0.0,0.0,9.0,13.0,1.0,0.0,4.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,a96dd442-4e82-46e5-89e4-0bcbe0f50684,18.0,8.0,10.0,12.0,1.0,267.25,1.0,2.0,1.0,13.0,7.0,0.0,0.0,4.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,c2ba4fba-09b4-40b3-afab-97e92c377f4b,11.0,4.0,10.0,3.0,1.0,147.7,2.0,1.0,1.0,13.0,7.0,0.0,2.0,2.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2b0b910f-91a6-4c1f-aaae-bf261cd06502,17.0,2.0,18.0,12.0,1.0,238.909,5.0,1.0,0.0,9.0,13.0,0.0,2.0,2.0
6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1f85d6e4-8bc4-49be-910b-afb5460eb0e3,17.0,6.0,15.0,12.0,1.0,210.208,1.0,3.0,0.0,11.0,13.0,1.0,2.0,2.0
6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934c78a5-d507-44a6-b7a6-7ecbbabc4abd,19.0,24.0,25.0,11.0,1.0,183.471,1.0,3.0,0.0,16.0,18.0,0.0,2.0,2.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3233ed00-41dd-42dd-90db-2a76d5e21931,18.0,2.0,14.0,16.0,1.0,246.789,0.0,1.0,0.0,6.0,13.0,0.0,0.0,4.0
